SessionID;CustomerID;SessionDurationMinutes;NumberOfPagesVisited;ItemsAddedToCart;ItemsRemovedFromCart;DeviceUsed
7443;10382;6.21;4;1;0;Tablet
7444;8232;8.04;6;0;0;Mobile
7445;299;8.50;13;1;0;Mobile
7446;7771;13.42;15;1;0;Desktop
7447;1421;13.21;14;0;0;Mobile
7448;1492;25.29;14;2;0;Desktop
7449;339;13.54;7;1;0;Tablet
7450;8461;9.39;5;0;0;Mobile
7451;2;28.14;15;0;0;Mobile
7452;1985;1.56;1;0;0;Mobile
7453;5564;31.62;17;1;0;Desktop
7454;6558;9.95;13;0;0;Tablet
7455;4745;2.72;2;0;0;Mobile
7456;9271;16.38;19;0;0;Mobile
7457;2338;20.26;15;4;3;Tablet
7458;7516;30.75;24;0;0;Tablet
7459;5272;14.86;23;0;0;Desktop
7460;59;13.77;21;2;0;Mobile
7461;4392;2.72;2;0;0;Desktop
7462;8353;15.50;16;4;0;Mobile
7463;1297;8.55;9;0;0;Desktop
7464;11156;15.87;13;3;1;Tablet
7465;1761;21.02;12;3;0;Desktop
7466;10657;17.34;24;2;1;Desktop
7467;2363;21.60;15;3;2;Mobile
7468;7723;19.70;25;1;0;Mobile
7469;9228;7.99;4;4;0;Mobile
7470;5900;19.18;21;0;0;Desktop
7471;5891;22.78;18;0;0;Desktop
7472;5279;8.68;11;4;0;Tablet
7473;10746;10.62;10;4;0;Tablet
7474;10410;18.73;14;0;0;Desktop
7475;8608;9.89;12;3;0;Desktop
7476;11602;15.07;10;0;0;Desktop
7477;2982;24.34;25;0;0;Desktop
7478;12406;3.08;2;0;0;Tablet
7479;11033;28.72;16;2;1;Tablet
7480;9818;6.58;6;0;0;Tablet
7481;7675;22.96;25;0;0;Desktop
7482;6153;21.32;17;4;1;Desktop
7483;6052;26.26;16;0;0;Mobile
7484;9276;16.96;19;0;0;Desktop
7485;3027;12.95;10;0;0;Tablet
7486;9497;23.42;15;3;0;Desktop
7487;8141;0.92;1;0;0;Desktop
7488;4081;2.60;2;0;0;Mobile
7489;10515;10.04;9;3;0;Tablet
7490;7821;3.60;5;0;0;Tablet
7491;11252;30.18;19;4;0;Tablet
7492;8439;0.95;1;0;0;Desktop
7493;3518;11.92;18;3;0;Desktop
7494;9155;4.22;6;0;0;Mobile
7495;2472;18.65;10;0;0;Mobile
7496;910;26.76;18;1;0;Mobile
7497;1567;22.27;23;4;0;Desktop
7498;1119;32.69;25;2;0;Desktop
7499;4980;11.37;7;0;0;Tablet
7500;7606;4.89;5;3;0;Tablet
7501;9620;12.49;9;0;0;Tablet
7502;7616;16.17;9;2;0;Desktop
7503;11405;25.24;23;0;0;Mobile
7504;8446;9.87;11;1;0;Desktop
7505;5398;15.47;18;3;1;Mobile
7506;9827;6.93;12;4;0;Tablet
7507;11711;4.85;7;0;0;Mobile
7508;10039;9.34;11;3;0;Mobile
7509;1888;26.82;16;0;0;Mobile
7510;1782;20.90;11;1;0;Tablet
7511;9912;13.98;14;1;0;Desktop
7512;8379;18.62;13;3;0;Mobile
7513;7044;14.84;15;2;0;Mobile
7514;11717;21.55;12;2;1;Desktop
7515;9771;22.70;25;1;0;Tablet
7516;7440;2.82;4;1;0;Desktop
7517;10644;11.62;9;4;0;Tablet
7518;9987;25.90;13;0;0;Tablet
7519;11913;12.04;7;3;0;Desktop
7520;11576;21.87;16;2;0;Mobile
7521;5527;17.64;14;2;0;Desktop
7522;7680;21.96;12;2;0;Desktop
7523;8967;4.54;3;4;0;Desktop
7524;9659;4.78;8;4;0;Desktop
7525;12494;24.49;21;0;0;Mobile
7526;7023;27.12;25;2;0;Desktop
7527;7645;3.19;3;0;0;Desktop
7528;8454;33.99;22;0;0;Tablet
7529;775;5.70;3;3;0;Mobile
7530;10634;19.21;11;0;0;Mobile
7531;9267;13.54;15;0;0;Desktop
7532;8259;14.67;24;0;0;Desktop
7533;2808;5.50;3;3;0;Tablet
7534;12244;30.95;16;0;0;Tablet
7535;1378;20.96;12;1;0;Tablet
7536;4124;29.97;19;0;0;Tablet
7537;9332;14.25;11;3;0;Mobile
7538;6122;13.54;11;1;0;Tablet
7539;8649;18.40;21;1;0;Tablet
7540;9443;14.13;24;4;2;Desktop
7541;10306;9.67;17;3;0;Desktop
7542;4268;0.85;1;0;0;Mobile
7543;7093;9.68;16;0;0;Tablet
7544;10356;6.20;5;0;0;Mobile
7545;2271;20.91;21;0;0;Mobile
7546;4176;6.02;8;0;0;Mobile
7547;4698;30.17;24;0;0;Desktop
7548;10581;6.52;6;0;0;Tablet
7549;1347;12.20;23;3;0;Desktop
7550;4842;10.04;17;0;0;Tablet
7551;671;8.10;9;4;3;Desktop
7552;6676;3.51;2;0;0;Mobile
7553;1747;32.11;20;0;0;Mobile
7554;1645;32.10;18;1;0;Tablet
7555;5152;2.66;4;2;0;Tablet
7556;4704;16.92;14;1;0;Tablet
7557;6417;13.75;22;0;0;Desktop
7558;6991;24.86;18;1;0;Desktop
7559;2513;26.73;15;4;0;Tablet
7560;6;31.86;21;0;0;Desktop
7561;10011;17.61;25;0;0;Tablet
7562;3088;43.18;24;0;0;Tablet
7563;6374;22.32;24;0;0;Desktop
7564;4182;16.22;23;2;0;Desktop
7565;2207;3.70;4;0;0;Desktop
7566;10503;28.68;20;4;0;Tablet
7567;11980;18.72;21;0;0;Tablet
7568;3036;24.93;24;3;0;Mobile
7569;5482;14.69;18;1;0;Desktop
7570;251;19.76;22;4;3;Mobile
7571;472;33.23;25;3;2;Desktop
7572;1225;1.57;1;0;0;Desktop
7573;2353;3.83;6;4;0;Tablet
7574;7310;27.15;18;0;0;Desktop
7575;9635;31.95;17;0;0;Tablet
7576;10599;6.13;5;4;0;Tablet
7577;8109;24.89;18;2;0;Tablet
7578;4340;32.27;24;1;0;Mobile
7579;710;7.80;4;4;0;Mobile
7580;3374;16.46;10;2;0;Desktop
7581;12217;9.99;5;1;0;Desktop
7582;10561;2.50;2;1;0;Mobile
7583;10547;32.91;19;3;0;Desktop
7584;3405;30.55;23;2;0;Tablet
7585;5478;25.39;15;2;0;Mobile
7586;8560;13.10;14;1;0;Mobile
7587;5990;13.12;24;0;0;Tablet
7588;2957;23.52;15;2;0;Mobile
7589;10137;16.54;11;2;0;Desktop
7590;10118;13.60;15;0;0;Tablet
7591;9966;1.30;1;3;0;Tablet
7592;6056;17.69;23;0;0;Desktop
7593;10526;1.32;1;0;0;Mobile
7594;5381;39.15;20;3;1;Mobile
7595;670;1.82;2;4;0;Tablet
7596;791;22.51;23;4;0;Mobile
7597;11699;17.74;9;0;0;Mobile
7598;7251;7.20;4;4;0;Mobile
7599;12259;11.46;9;3;0;Desktop
7600;9688;8.12;14;3;0;Tablet
7601;7666;7.43;13;0;0;Mobile
7602;1873;9.99;5;2;0;Mobile
7603;8411;15.23;8;3;0;Mobile
7604;9785;5.20;4;2;0;Desktop
7605;12180;11.01;7;0;0;Mobile
7606;8905;28.91;18;4;2;Tablet
7607;1183;11.87;22;0;0;Tablet
7608;12111;40.43;21;0;0;Desktop
7609;12376;8.79;5;0;0;Desktop
7610;5683;18.26;13;1;0;Mobile
7611;5592;7.83;8;0;0;Mobile
7612;978;7.48;5;2;0;Desktop
7613;9874;1.86;3;0;0;Tablet
7614;12186;19.80;10;2;0;Tablet
7615;3291;10.90;6;1;0;Desktop
7616;2649;22.35;13;1;0;Desktop
7617;8062;2.44;2;0;0;Tablet
7618;7308;21.34;15;1;0;Mobile
7619;8498;13.24;13;0;0;Mobile
7620;9508;22.65;15;3;0;Tablet
7621;11168;11.25;9;4;0;Mobile
7622;2259;11.72;7;0;0;Mobile
7623;4478;2.81;2;4;0;Desktop
7624;1658;5.80;10;1;0;Tablet
7625;4490;46.66;24;4;2;Tablet
7626;10305;43.38;22;1;0;Mobile
7627;3719;17.94;23;2;0;Tablet
7628;3631;22.77;16;0;0;Desktop
7629;1811;24.54;22;0;0;Desktop
7630;12134;4.76;3;0;0;Tablet
7631;7786;28.31;25;0;0;Mobile
7632;2398;19.37;13;2;0;Mobile
7633;6018;44.51;25;0;0;Desktop
7634;2756;10.32;6;1;0;Tablet
7635;8604;11.00;7;1;0;Desktop
7636;977;1.75;2;0;0;Desktop
7637;7386;19.39;25;0;0;Tablet
7638;5153;8.02;14;0;0;Desktop
7639;64;5.51;3;0;0;Desktop
7640;4045;4.65;5;4;3;Desktop
7641;2562;17.18;10;2;0;Desktop
7642;2871;14.81;24;0;0;Desktop
7643;8525;23.90;16;0;0;Tablet
7644;2976;13.92;23;4;0;Desktop
7645;5077;26.44;15;0;0;Tablet
7646;3352;3.79;5;0;0;Tablet
7647;12349;24.16;23;2;0;Tablet
7648;6129;28.34;21;4;1;Tablet
7649;2526;13.12;7;0;0;Mobile
7650;5375;18.55;12;2;0;Mobile
7651;8897;22.54;12;0;0;Mobile
7652;2713;4.67;3;0;0;Tablet
7653;10268;35.88;23;1;0;Mobile
7654;4091;14.72;11;4;0;Tablet
7655;7067;43.72;24;1;0;Tablet
7656;2725;3.38;6;0;0;Tablet
7657;8438;8.41;6;0;0;Desktop
7658;5894;2.49;2;0;0;Tablet
7659;11174;31.81;22;2;0;Tablet
7660;8016;0.85;1;0;0;Tablet
7661;6360;22.64;15;2;0;Desktop
7662;4532;11.59;14;3;0;Tablet
7663;11098;17.25;15;0;0;Tablet
7664;9220;8.71;16;0;0;Desktop
7665;2725;17.03;17;0;0;Desktop
7666;7194;14.36;15;1;0;Tablet
7667;309;8.78;8;0;0;Mobile
7668;2673;13.78;20;0;0;Tablet
7669;3720;3.17;5;0;0;Desktop
7670;112;5.46;5;0;0;Desktop
7671;2061;11.86;11;4;2;Mobile
7672;5599;4.69;5;0;0;Desktop
7673;450;28.81;18;0;0;Desktop
7674;12327;16.68;14;0;0;Desktop
7675;6906;20.51;17;1;0;Tablet
7676;658;28.05;23;1;0;Mobile
7677;2516;6.00;7;0;0;Desktop
7678;8306;7.33;4;1;0;Desktop
7679;5546;6.11;8;0;0;Mobile
7680;6385;19.94;11;3;0;Desktop
7681;7586;3.33;3;4;0;Tablet
7682;1424;18.25;11;2;1;Desktop
7683;1012;9.11;11;0;0;Tablet
7684;10111;12.21;21;0;0;Tablet
7685;5699;5.23;3;0;0;Desktop
7686;2206;21.95;12;2;0;Desktop
7687;2574;38.77;20;1;0;Mobile
7688;9154;27.89;19;0;0;Desktop
7689;11724;22.28;23;2;0;Mobile
7690;4904;10.65;7;0;0;Tablet
7691;11793;5.41;3;0;0;Mobile
7692;1478;6.71;12;0;0;Mobile
7693;4332;36.94;23;0;0;Mobile
7694;10251;30.74;23;0;0;Desktop
7695;4425;32.49;19;0;0;Tablet
7696;1900;13.62;13;2;0;Mobile
7697;1742;20.69;16;1;0;Tablet
7698;3137;21.52;15;0;0;Desktop
7699;6661;2.67;4;0;0;Tablet
7700;12008;14.10;13;0;0;Tablet
7701;4795;31.88;24;3;0;Mobile
7702;1138;15.72;10;0;0;Mobile
7703;12125;10.09;13;4;0;Tablet
7704;6138;6.53;4;2;0;Mobile
7705;6795;12.47;9;1;0;Desktop
7706;10166;19.07;24;0;0;Desktop
7707;1356;20.50;13;4;0;Mobile
7708;2404;2.36;2;0;0;Desktop
7709;7498;1.14;1;4;0;Desktop
7710;1451;16.86;16;4;0;Mobile
7711;6650;13.93;12;2;0;Mobile
7712;3358;39.73;23;4;0;Tablet
7713;4220;29.91;25;0;0;Mobile
7714;1557;5.52;10;3;0;Tablet
7715;1537;1.05;1;0;0;Mobile
7716;48;15.54;20;2;0;Tablet
7717;9782;12.25;10;0;0;Desktop
7718;71;10.61;14;2;0;Mobile
7719;10603;5.89;8;2;0;Desktop
7720;757;9.45;6;0;0;Tablet
7721;2939;7.69;4;4;3;Desktop
7722;7532;18.18;13;0;0;Tablet
7723;2667;8.06;15;0;0;Mobile
7724;7437;24.21;16;3;0;Tablet
7725;1396;7.58;11;2;0;Tablet
7726;10201;31.58;16;0;0;Tablet
7727;10409;16.52;19;3;0;Mobile
7728;1317;8.73;8;3;1;Tablet
7729;3557;19.50;16;1;0;Mobile
7730;6612;25.41;16;0;0;Desktop
7731;2407;18.01;10;2;0;Desktop
7732;5878;7.54;10;2;0;Mobile
7733;4801;1.12;1;4;0;Mobile
7734;6222;9.41;5;0;0;Desktop
7735;1968;14.24;21;4;0;Mobile
7736;6092;10.36;14;0;0;Desktop
7737;1330;16.94;12;1;0;Desktop
7738;1325;7.83;4;0;0;Mobile
7739;2162;3.82;7;0;0;Mobile
7740;7408;12.48;12;0;0;Mobile
7741;11352;16.96;12;4;2;Mobile
7742;11355;10.62;12;0;0;Desktop
7743;4689;16.55;11;1;0;Tablet
7744;4872;1.06;1;0;0;Tablet
7745;9149;20.39;12;2;0;Tablet
7746;11287;22.68;19;0;0;Mobile
7747;6702;13.95;8;0;0;Tablet
7748;5502;3.14;2;0;0;Desktop
7749;2313;45.12;25;2;0;Tablet
7750;4167;20.43;22;2;0;Desktop
7751;12368;12.48;7;1;0;Mobile
7752;7118;12.36;10;1;0;Mobile
7753;1053;4.39;8;3;0;Desktop
7754;7821;19.90;10;4;0;Tablet
7755;7006;2.95;3;3;0;Desktop
7756;8463;15.08;13;0;0;Tablet
7757;8685;22.71;17;2;0;Tablet
7758;1248;19.47;12;2;0;Mobile
7759;881;13.48;9;0;0;Tablet
7760;11918;11.99;7;3;0;Desktop
7761;7779;23.10;19;1;0;Tablet
7762;708;17.72;12;0;0;Tablet
7763;7081;9.56;7;4;0;Mobile
7764;10697;18.12;12;1;0;Desktop
7765;3399;15.37;14;1;0;Mobile
7766;6672;12.09;10;0;0;Mobile
7767;11554;5.94;6;2;0;Tablet
7768;1003;10.99;20;0;0;Desktop
7769;4258;12.26;17;0;0;Tablet
7770;1096;3.27;3;3;0;Mobile
7771;3396;31.97;16;0;0;Mobile
7772;10701;4.10;3;0;0;Desktop
7773;2464;11.75;11;1;0;Tablet
7774;9170;4.63;9;4;2;Mobile
7775;10578;11.75;10;3;0;Mobile
7776;4354;1.98;2;4;0;Mobile
7777;616;4.93;3;0;0;Tablet
7778;3658;0.91;1;3;0;Tablet
7779;2858;3.59;6;0;0;Mobile
7780;5138;26.92;24;1;0;Desktop
7781;12325;14.48;22;0;0;Desktop
7782;4571;2.11;2;0;0;Tablet
7783;12450;1.96;3;1;0;Desktop
7784;901;5.42;3;4;0;Mobile
7785;3442;12.79;22;0;0;Mobile
7786;10788;16.59;11;1;0;Mobile
7787;5209;13.15;7;2;0;Mobile
7788;7399;20.92;18;3;0;Mobile
7789;1110;10.13;14;0;0;Mobile
7790;6863;13.35;9;0;0;Desktop
7791;4924;25.17;24;0;0;Desktop
7792;2814;31.33;21;1;0;Desktop
7793;7477;36.29;25;0;0;Desktop
7794;6958;37.92;24;0;0;Desktop
7795;747;11.71;7;0;0;Desktop
7796;1059;15.58;14;4;0;Desktop
7797;3715;2.29;2;0;0;Desktop
7798;3814;11.92;21;0;0;Desktop
7799;2922;34.45;20;2;0;Tablet
7800;10788;21.33;24;0;0;Mobile
7801;11766;30.73;16;3;0;Mobile
7802;2935;11.49;6;4;0;Mobile
7803;11706;25.39;19;0;0;Mobile
7804;11956;1.82;1;0;0;Desktop
7805;10361;5.63;9;0;0;Mobile
7806;7776;10.90;21;0;0;Mobile
7807;9002;1.73;2;2;0;Desktop
7808;7377;11.24;7;0;0;Desktop
7809;2629;21.41;11;1;0;Mobile
7810;2740;9.40;7;1;0;Tablet
7811;4036;9.22;8;0;0;Tablet
7812;3949;7.05;8;0;0;Desktop
7813;7159;12.51;13;0;0;Desktop
7814;5317;30.83;17;0;0;Mobile
7815;8316;21.26;13;0;0;Tablet
7816;4779;23.78;21;1;0;Mobile
7817;8312;2.53;2;0;0;Mobile
7818;1527;14.56;23;0;0;Mobile
7819;3900;7.63;6;0;0;Mobile
7820;12230;5.75;11;1;0;Mobile
7821;6590;5.17;3;0;0;Mobile
7822;7935;25.16;15;0;0;Desktop
7823;5168;14.22;18;3;0;Mobile
7824;5167;6.19;11;0;0;Tablet
7825;1812;17.26;11;4;3;Mobile
7826;5198;11.16;20;0;0;Desktop
7827;2948;0.99;1;0;0;Desktop
7828;10854;12.95;14;0;0;Tablet
7829;4436;24.54;16;4;0;Tablet
7830;3500;0.50;1;0;0;Desktop
7831;2847;12.21;20;2;0;Desktop
7832;6493;3.64;5;3;1;Tablet
7833;10506;14.96;9;0;0;Desktop
7834;11173;14.25;10;2;0;Desktop
7835;7997;1.74;2;0;0;Desktop
7836;7717;32.39;22;1;0;Desktop
7837;517;37.35;21;1;0;Tablet
7838;6156;43.55;25;1;0;Tablet
7839;9244;46.05;25;0;0;Tablet
7840;8604;3.23;2;4;0;Desktop
7841;1524;17.40;10;0;0;Desktop
7842;8500;11.94;6;2;0;Desktop
7843;11912;6.28;9;0;0;Tablet
7844;10798;26.82;21;2;0;Mobile
7845;12274;31.95;18;3;0;Desktop
7846;1181;5.83;6;0;0;Tablet
7847;11850;12.89;12;2;0;Tablet
7848;6493;42.35;24;2;1;Desktop
7849;1531;22.29;15;1;0;Mobile
7850;1097;7.67;4;3;2;Desktop
7851;9567;13.59;18;0;0;Tablet
7852;5245;39.92;25;1;0;Mobile
7853;10858;15.39;12;0;0;Mobile
7854;11751;28.00;18;0;0;Tablet
7855;37;23.10;14;0;0;Mobile
7856;12173;31.62;18;3;0;Mobile
7857;6804;7.07;4;1;0;Desktop
7858;496;14.60;12;4;0;Tablet
7859;7196;36.52;20;0;0;Mobile
7860;3226;13.18;7;4;0;Desktop
7861;12394;12.81;11;0;0;Mobile
7862;4518;15.84;13;0;0;Mobile
7863;3974;29.63;21;4;0;Mobile
7864;4302;4.99;3;2;0;Mobile
7865;7622;18.30;14;4;0;Tablet
7866;4835;1.90;1;0;0;Tablet
7867;2191;39.88;22;0;0;Desktop
7868;4105;10.86;14;0;0;Tablet
7869;8697;15.17;17;1;0;Tablet
7870;5514;3.75;4;0;0;Tablet
7871;5266;19.30;22;0;0;Mobile
7872;791;28.36;23;0;0;Desktop
7873;4186;13.17;10;0;0;Mobile
7874;420;20.75;15;3;0;Tablet
7875;4679;19.31;18;3;0;Desktop
7876;5467;4.85;4;0;0;Desktop
7877;5745;5.72;10;0;0;Tablet
7878;11162;23.75;21;4;0;Mobile
7879;4319;37.05;24;0;0;Mobile
7880;4846;3.94;2;4;0;Desktop
7881;1321;6.93;5;1;0;Mobile
7882;2793;21.73;16;0;0;Mobile
7883;7721;8.15;7;0;0;Tablet
7884;12031;16.29;11;0;0;Mobile
7885;5129;20.32;24;0;0;Tablet
7886;3108;24.02;21;0;0;Desktop
7887;10533;10.51;11;0;0;Desktop
7888;3489;31.00;16;4;3;Tablet
7889;12061;26.12;23;4;0;Mobile
7890;9962;4.75;3;1;0;Tablet
7891;12321;30.61;20;0;0;Tablet
7892;3015;19.52;13;0;0;Mobile
7893;6546;44.75;24;0;0;Desktop
7894;10731;13.84;9;0;0;Tablet
7895;7585;33.33;17;2;0;Tablet
7896;7948;13.75;16;1;0;Desktop
7897;4101;27.79;21;0;0;Mobile
7898;5949;7.82;5;2;0;Desktop
7899;10005;6.16;9;0;0;Mobile
7900;11213;31.54;21;2;0;Desktop
7901;7698;41.16;24;0;0;Mobile
7902;9193;12.87;15;0;0;Mobile
7903;9088;12.68;18;2;0;Desktop
7904;8821;36.30;21;0;0;Mobile
7905;4050;21.51;11;0;0;Desktop
7906;10778;10.84;14;4;0;Tablet
7907;2743;10.05;19;3;0;Tablet
7908;12017;15.95;11;4;0;Tablet
7909;12262;16.52;21;3;0;Tablet
7910;6846;1.12;2;3;0;Mobile
7911;8906;17.93;11;2;0;Mobile
7912;7092;19.98;17;2;0;Tablet
7913;10155;22.23;18;0;0;Mobile
7914;4172;37.04;21;4;0;Tablet
7915;2515;0.90;1;2;1;Mobile
7916;2898;10.50;8;0;0;Desktop
7917;986;6.55;9;0;0;Tablet
7918;7655;12.72;11;4;0;Desktop
7919;5884;38.31;23;0;0;Tablet
7920;5022;31.36;21;0;0;Desktop
7921;5701;28.81;20;0;0;Mobile
7922;9391;5.38;10;1;0;Mobile
7923;3273;21.18;14;4;0;Mobile
7924;1003;5.82;3;1;0;Mobile
7925;5474;12.53;18;2;0;Tablet
7926;6025;1.43;1;0;0;Mobile
7927;7089;6.94;13;1;0;Desktop
7928;9985;3.49;4;0;0;Mobile
7929;6291;4.35;4;3;0;Tablet
7930;1909;27.78;17;4;3;Tablet
7931;6413;11.57;6;0;0;Desktop
7932;5969;16.57;14;0;0;Desktop
7933;11465;6.55;6;0;0;Tablet
7934;3432;6.52;6;0;0;Desktop
7935;9858;18.57;11;0;0;Mobile
7936;2616;16.54;13;2;0;Desktop
7937;11031;4.59;3;0;0;Desktop
7938;10414;7.76;9;0;0;Mobile
7939;4110;19.98;11;2;0;Desktop
7940;3039;14.24;9;4;2;Tablet
7941;8353;6.29;4;0;0;Desktop
7942;5085;8.01;16;0;0;Tablet
7943;2950;43.25;23;0;0;Desktop
7944;7094;9.92;6;1;0;Mobile
7945;7665;15.10;25;0;0;Tablet
7946;5283;13.24;7;0;0;Mobile
7947;11747;18.55;23;2;0;Mobile
7948;7094;5.10;4;0;0;Mobile
7949;6842;11.37;11;1;0;Mobile
7950;8159;6.38;7;1;0;Desktop
7951;4114;42.48;24;0;0;Mobile
7952;2404;13.98;12;0;0;Mobile
7953;5659;8.14;9;0;0;Mobile
7954;2187;9.92;11;0;0;Tablet
7955;10617;12.81;16;3;0;Mobile
7956;10311;22.10;23;1;0;Mobile
7957;5324;10.52;17;0;0;Desktop
7958;5608;12.15;12;1;0;Tablet
7959;2615;34.85;20;0;0;Tablet
7960;5213;24.70;23;0;0;Mobile
7961;7047;6.29;4;0;0;Tablet
7962;5131;32.60;20;4;0;Desktop
7963;2151;36.73;21;0;0;Mobile
7964;3648;17.25;14;2;1;Mobile
7965;5395;12.78;12;2;0;Tablet
7966;11016;13.88;11;0;0;Mobile
7967;1044;7.19;7;2;0;Tablet
7968;11502;27.10;18;0;0;Tablet
7969;5809;37.02;20;1;0;Desktop
7970;10907;27.87;20;3;0;Desktop
7971;8951;7.44;14;2;0;Desktop
7972;5472;9.58;11;3;1;Tablet
7973;6888;14.86;15;0;0;Desktop
7974;1723;1.44;1;0;0;Tablet
7975;4987;17.80;19;1;0;Tablet
7976;4529;7.11;7;2;0;Mobile
7977;7410;8.93;11;0;0;Mobile
7978;6270;5.83;3;2;0;Mobile
7979;6776;0.71;1;1;0;Mobile
7980;2569;12.40;14;4;0;Desktop
7981;1592;17.09;22;1;0;Mobile
7982;9669;6.66;4;0;0;Tablet
7983;12101;16.76;15;4;0;Tablet
7984;571;4.23;7;0;0;Mobile
7985;3249;16.40;14;0;0;Desktop
7986;3601;13.56;8;2;0;Desktop
7987;9061;32.01;25;3;1;Mobile
7988;10091;5.81;4;1;0;Desktop
7989;8646;8.86;15;2;0;Desktop
7990;5496;31.80;21;4;0;Mobile
7991;2923;7.10;9;0;0;Tablet
7992;7225;20.48;20;2;0;Desktop
7993;12369;13.76;9;1;0;Desktop
7994;7554;29.75;25;0;0;Mobile
7995;6113;8.47;13;0;0;Desktop
7996;2479;4.83;4;1;0;Tablet
7997;1320;22.06;20;0;0;Desktop
7998;3897;28.53;21;1;0;Tablet
7999;4516;1.04;1;0;0;Tablet
8000;4271;15.54;18;2;0;Mobile
8001;1723;35.92;20;2;0;Desktop
8002;9458;6.33;8;1;0;Desktop
8003;10751;16.86;15;1;0;Tablet
8004;6791;16.86;19;1;0;Desktop
8005;3140;27.02;23;4;0;Mobile
8006;3204;22.12;18;4;2;Tablet
8007;3223;12.53;14;4;0;Tablet
8008;9299;33.94;19;3;0;Desktop
8009;10086;12.69;19;3;0;Desktop
8010;4367;14.11;10;3;0;Mobile
8011;31;6.33;10;0;0;Desktop
8012;2311;17.07;9;0;0;Mobile
8013;6860;9.77;8;4;3;Mobile
8014;4517;6.26;7;0;0;Desktop
8015;5358;4.62;8;0;0;Tablet
8016;10284;35.69;24;0;0;Desktop
8017;521;33.53;21;2;0;Desktop
8018;2530;15.44;8;2;0;Tablet
8019;12254;17.56;21;3;0;Desktop
8020;5086;9.32;9;1;0;Mobile
8021;5069;22.55;17;0;0;Mobile
8022;11954;1.94;3;1;0;Mobile
8023;3945;16.51;23;0;0;Desktop
8024;10731;28.94;18;3;0;Mobile
8025;4993;11.32;16;0;0;Desktop
8026;4759;15.00;8;0;0;Mobile
8027;1695;12.27;8;3;0;Tablet
8028;8144;5.17;5;0;0;Desktop
8029;2952;18.55;14;4;0;Desktop
8030;7925;7.84;4;0;0;Mobile
8031;4180;2.01;3;0;0;Desktop
8032;9685;1.35;2;4;0;Tablet
8033;1056;7.36;7;3;0;Mobile
8034;9178;10.78;12;0;0;Mobile
8035;884;2.38;2;0;0;Desktop
8036;10733;32.03;17;1;0;Mobile
8037;10645;10.12;7;3;0;Tablet
8038;12439;11.45;8;0;0;Tablet
8039;10076;3.40;2;1;0;Desktop
8040;1976;6.72;12;4;0;Mobile
8041;3500;41.34;21;0;0;Tablet
8042;8968;2.37;2;4;0;Desktop
8043;11433;24.37;24;0;0;Mobile
8044;10024;10.59;14;1;0;Desktop
8045;1146;9.92;17;1;0;Desktop
8046;10167;13.56;16;0;0;Tablet
8047;3693;17.37;11;0;0;Tablet
8048;7087;7.58;8;0;0;Mobile
8049;6312;10.67;10;3;0;Tablet
8050;1799;10.46;7;1;0;Tablet
8051;7151;7.04;10;4;0;Tablet
8052;7871;27.38;15;0;0;Desktop
8053;4012;3.98;4;0;0;Tablet
8054;3737;12.89;16;1;0;Mobile
8055;4585;2.80;2;3;1;Mobile
8056;12180;9.89;15;1;0;Mobile
8057;3574;6.00;6;2;0;Tablet
8058;8036;2.12;2;3;0;Tablet
8059;2631;15.08;13;1;0;Mobile
8060;6949;2.68;2;4;0;Mobile
8061;5831;23.75;22;0;0;Mobile
8062;4454;7.80;6;3;1;Mobile
8063;4372;15.59;9;0;0;Desktop
8064;11930;8.91;16;2;0;Desktop
8065;238;11.99;19;2;0;Mobile
8066;5892;18.55;15;0;0;Tablet
8067;9737;20.63;15;0;0;Mobile
8068;9995;32.97;23;2;0;Desktop
8069;9575;23.27;23;1;0;Mobile
8070;9491;24.04;22;0;0;Mobile
8071;6657;4.96;4;3;0;Mobile
8072;3050;10.12;11;0;0;Tablet
8073;5902;29.38;16;0;0;Mobile
8074;9046;17.38;14;4;0;Desktop
8075;1294;12.79;7;4;0;Desktop
8076;9106;7.54;5;4;0;Desktop
8077;6364;8.21;6;0;0;Mobile
8078;8450;8.27;8;1;0;Desktop
8079;10459;28.63;20;4;0;Desktop
8080;10271;23.24;14;4;0;Mobile
8081;10840;15.87;9;1;0;Desktop
8082;6018;15.76;8;3;2;Mobile
8083;4976;15.07;10;4;0;Tablet
8084;2520;14.92;17;0;0;Mobile
8085;6730;19.48;19;0;0;Mobile
8086;2277;9.33;6;0;0;Tablet
8087;5000;23.45;13;2;0;Tablet
8088;6845;10.99;12;3;0;Desktop
8089;9543;33.90;23;3;0;Tablet
8090;1278;3.09;6;0;0;Mobile
8091;1181;31.11;19;0;0;Mobile
8092;4858;4.09;3;3;0;Desktop
8093;3209;10.58;19;3;1;Tablet
8094;7255;7.43;12;0;0;Tablet
8095;1564;14.73;12;4;0;Tablet
8096;9417;5.56;11;4;0;Desktop
8097;4222;15.74;9;4;0;Desktop
8098;4268;24.97;14;3;0;Desktop
8099;2180;1.84;1;2;0;Mobile
8100;8676;10.92;6;3;0;Mobile
8101;3953;20.18;21;3;0;Mobile
8102;1685;20.09;17;4;0;Mobile
8103;12259;4.38;3;0;0;Desktop
8104;9787;31.31;18;0;0;Tablet
8105;1803;34.02;20;0;0;Mobile
8106;11540;5.61;6;3;0;Desktop
8107;5791;16.92;22;2;1;Mobile
